pat1,pat2,pat3,pat4,pat5,pat6,pat7,pat8,pat9,pat10,pat11,pat12,pat13,pat14,pat15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84529,231.028,188.431,156.421,180.48,224.66,128.761,159.552,192.089,161.734,145.706,206.107,238.471,96.7195,161.019,108.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
90381,23.0548,37.0903,86.8612,110.596,2.7943,251.905,121.819,41.2532,249.17,270.13,110.935,9.1869,237.477,22.535,63.4153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
145645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
81556,832.853,774.661,722.263,465.531,686.276,632.571,1003.73,658.882,1152.75,1049.35,730.916,684.466,848.982,678.058,869.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84419,0,2.8184,4.1475,40.2789,0.5589,8.0225,14.5048,6.4596,27.4841,449.593,13.9949,7.8883,7.3529,3.0891,1.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
414926,0,0,0,0,0,0,0,0,1.0571,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
196968,11.0471,8.0526,5.3325,30.2091,17.3246,32.491,4.1442,2.7198,3.1712,8.4661,5.0891,4.2476,15.2715,14.2871,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
388115,143.132,396.188,68.7306,309.837,103.388,25.2708,58.0191,134.972,126.85,405.035,531.807,692.354,23.7557,571.098,54.2792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
400359,0,0,0,0,0,0,0.4144,0,0,1.3367,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
400360,1.4409,0.8053,0.5925,0,0,1.2034,2.0721,0.34,0,0,0,0.6068,0.5656,0.3861,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
256646,21.1335,0.4026,5.3325,0.7746,0.5589,3.209,0,2.7198,0.5285,0,1.9084,0,35.0679,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
644809,130.644,30.1973,14.2201,27.1108,3.3531,0,0.8288,35.3579,448.731,2.6735,122.137,3.6408,86.5385,36.2969,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
90416,1075.77,291.746,210.487,375.926,533.619,660.285,444.231,484.06,752.109,653.791,775.534,556.189,639.542,366.684,308.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
81698,0,0,0,1.5492,0,0,0,0.34,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
390637,32.6609,32.2104,27.8477,24.0124,38.0023,42.9202,18.2346,15.6391,40.6977,36.9834,50.2545,33.9806,19.2308,33.9801,25.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
388135,111.431,18.521,13.6276,380.325,8.3829,3.209,34.8114,39.7777,34.8837,0.4456,391.221,183.859,19.7964,74.1384,3.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
283677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
145853,171.95,135.284,110.206,80.5577,114.566,191.737,417.323,157.751,133.721,118.079,201.018,165.655,235.86,162.95,184.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
643338,12.488,18.1184,31.4028,9.2951,11.1771,12.8359,13.6759,6.1196,31.7125,61.4905,23.5369,21.2379,16.4027,11.9703,13.4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
25764,1753.75,559.777,665.395,633.617,907.198,959.238,981.857,999.947,1757.14,2443.71,1566.55,930.673,2099.95,808.955,1131.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
146325,0,0.4026,0,2.3238,0,0,0.4144,1.6999,1.0571,0,2.5445,1.2136,0.5656,0.3861,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84326,1951.97,640.988,1183.23,3206.04,853.933,1031.29,646.498,1882.47,1198.73,1076.97,1765.27,832.524,1592.19,966.116,1250.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
750,0,2.8184,5.925,1.5492,1.1177,1.6045,0.4144,1.3599,1.5856,0.4456,3.1807,9.7087,2.2624,8.1089,1.0748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
115939,2245.5,1179.45,1675.41,1025.44,1152,1154.22,1872.34,1637.67,1787.49,1085.78,1204.57,1862.2,2131.63,1275.05,2169.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
89927,920.269,60.7972,564.657,673.896,9.5006,495.387,638.21,3087.36,250.529,61.9361,569.975,824.636,1018.1,1566.17,1137.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
123775,24.0154,20.9368,83.5432,39.5043,12.8537,28.8809,19.0634,27.5384,54.4397,23.6159,40.7125,72.8155,29.4118,67.188,53.7418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84080,849.664,208.16,53.3254,841.983,376.111,24.8696,104.02,489.232,339.324,709.814,527.99,757.888,520.928,980.404,44.6057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
730094,357.829,392.565,734.114,711.851,325.255,359.808,322.42,466.453,483.615,365.378,515.267,745.146,173.643,716.672,466.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
29965,905.86,1011,2864.17,2128.58,4336.73,1444.44,248.653,2502.25,2981.5,309.68,2655.22,4274.88,3045.25,2138.82,2634.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79447,2924.52,831.182,1332.03,3223.97,797.472,1064.11,1238.64,1442.5,1814.8,873.624,1525.63,1261.37,1653.27,1589.84,1597.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
283897,12.0077,10.0658,2.37,4.6476,16.2068,1.6045,31.0816,6.4596,4.2283,50.7965,6.9975,26.0922,1.1312,1.1584,2.1497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
124045,88.3766,32.2104,173.011,439.194,64.8274,64.9819,154.579,74.4557,245.243,274.034,108.142,100.728,195.701,175.693,210.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79650,1093.18,1064.55,1388.24,2543.76,1742.52,1718.41,1036.47,1975.29,2651.16,2861.98,2824.43,1229.37,1847.29,2856.26,2197.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
64755,1592.7,2513.44,4254.18,5192.52,2326.52,1705.58,2417.32,2477.1,4509.51,1324.72,2103.69,2912.01,2462.67,3153.97,5391.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
80178,103.266,38.6525,42.0678,308.288,11.736,160.449,225.031,225.067,333.51,251.755,139.949,64.3204,194.57,65.6434,197.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
56942,793.506,493.806,900.909,1416.28,612.652,1002.04,650.729,963.351,1678.83,532.9,1321.55,1011.94,1363.81,1111.83,1453.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
57020,826.609,1077.04,1758.55,1706.43,554.386,973.927,1063.82,1815.83,1535.41,816.754,1364.5,1557.65,780.543,1242.59,1849.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
123811,1286.74,565.293,1367.5,1170.41,634.302,542.318,581.019,1225.97,1310.78,852.401,864.504,1054,445.701,1611.74,1632.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79091,346.302,184.405,452.081,411.309,191.688,174.489,351.844,311.762,428.647,150.607,269.084,404.733,358.597,303.118,461.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
80262,289.438,267.234,805.99,1016.85,314.955,232.551,492.723,522.135,600.174,563.654,484.949,625.88,375.611,766.719,759.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
146562,10.5668,7.65,24.8852,36.4059,4.4709,14.8416,8.2884,17.679,49.6829,10.694,20.3562,21.8447,9.6154,83.4057,47.2928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
29035,1280.02,1146.69,1172.57,858.249,651.068,798.235,1225.03,1321.5,1474.1,624.708,1483.46,1246.97,1031.11,1649.58,1286.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
254528,0,0,11.2872,201.782,81.0342,73.0285,0,11.7565,9.0751,0,3.8804,2.4454,8.5407,1.9616,16.7943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
404550,5.2834,1.2079,1.7775,72.8118,3.912,16.446,121.011,18.6989,7.9281,212.098,6.9975,1.2136,34.5023,2.3168,13.4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
116028,297.31,127.231,231.077,780.79,197.276,443.241,571.073,310.402,1274.84,514.649,305.98,74.6359,908.937,346.365,1065.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
123970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
283870,110.014,12.8842,215.725,356.785,49.347,63.0686,33.017,65.3782,182.341,43.9612,147.939,24.4782,84.293,168.236,176.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
9605,320.351,402.473,1482.85,2428.14,675.607,606.414,829.557,545.614,867.807,940.827,690.064,1049.65,960.379,924.626,1489.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
29105,744.476,645.014,1001.33,625.871,406.289,549.539,574.389,1103.92,1094.61,804.723,952.926,898.058,959.842,1209.77,994.223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
283860,1.4409,0.4026,1.185,3.0984,2.2354,2.4067,4.5586,0,6.3425,0,0,0.6068,0,0.7723,1.6123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
162083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
388284,61.4793,45.8999,10.0726,55.7707,93.8879,6.418,45.5864,37.0578,21.1416,31.1908,41.3486,141.99,71.267,39.386,8.0613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
388272,102.305,193.665,165.901,89.0782,184.423,112.314,97.8036,155.031,267.442,90.899,105.598,190.534,174.208,167.584,137.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
400506,239.193,207.355,547.474,259.489,262.104,386.282,423.539,293.743,565.011,268.687,283.715,347.694,381.222,341.346,475.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
146556,5.7637,320.494,2.9625,3.873,1.6766,24.0674,181.931,7.4796,1.0571,5.7926,15.2672,2.4272,29.9774,5.0198,4.2993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
646174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
283951,749.76,264.528,638.72,628.195,212.365,397.914,307.501,543.628,785.941,257.101,375.318,618.932,944.005,893.909,1027.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
146378,0.7012,0,0,2.2618,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
90835,121.518,34.2236,59.843,174.284,83.2696,77.4168,41.0278,56.0967,110.994,39.6569,77.6081,179.612,135.747,142.099,46.7553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
388327,117.675,47.1078,78.8031,126.259,58.68,69.7954,87.443,59.8365,133.721,40.9937,87.7863,60.0728,97.2851,82.2473,90.8236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79701,787.704,593.473,450.896,401.239,434.215,185.72,496.477,432.115,310.782,1010.14,581.425,677.184,232.466,324.356,268.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
400591,0,16.9105,2.9625,0.7746,2.2354,0.4011,0,6.4596,0,0,3.8168,0.6068,0,9.6534,24.1838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
256302,230.067,303.986,507.184,280.403,656.098,536.703,234.148,283.204,226.744,80.205,201.018,544.903,177.036,403.514,391.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
284071,12.0077,6.4421,16.5901,27.8854,5.0297,34.8977,10.3605,27.1984,17.9704,4.9014,16.5394,20.6311,7.3529,18.9207,14.5103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
284067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3861,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
100134934,490.548,195.372,167.045,401.061,583.972,332.122,434.057,350.642,489.778,347.296,518.734,956.032,578.382,328.163,264.823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
100130311,12.7618,29.8953,8.2951,26.1115,27.2443,9.6791,50.5263,9.3325,6.4746,5.1643,6.3613,11.6626,26.4423,13.5148,11.1514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
201229,446.206,864.85,439.046,235.476,983.588,145.608,137.588,517.45,314.482,61.4905,474.555,1188.68,222.851,401.583,397.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
283987,47.5504,153.402,44.4379,361.735,349.285,125.953,65.8931,79.8954,80.3383,30.7452,146.947,149.272,52.0362,111.594,68.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
84299,1666.67,676.822,1011.41,1552.29,688.511,528.68,891.836,727.218,1189.22,1494.93,1517.81,1635.92,1015.27,890.047,847.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79018,558.117,276.607,341.875,277.304,301.224,195.748,267.302,268.244,320.296,147.042,256.998,507.282,129.525,305.821,218.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79736,131.124,102.268,65.1755,149.496,203.424,139.19,207.625,157.411,173.362,113.624,120.865,425.364,175.905,139.396,153.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
284029,33.6215,40.6657,22.5152,51.1232,34.0903,30.0842,40.1989,45.8973,49.1543,40.1025,55.3435,37.6214,22.6244,14.6732,19.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
124783,0.4803,0.4026,1.185,0,0,0,2.0721,0.34,1.0571,0,2.5445,0,2.8281,1.1584,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
284083,1.9212,3.221,1.7775,0,0,0,2.4865,1.0199,0.5285,6.2382,0.6361,0.6068,0,0.7723,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
56985,105.668,116.36,115.538,86.7545,103.388,123.947,179.859,97.9143,100.423,84.2152,113.232,214.806,136.312,121.633,150.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
124944,1605.04,1155.11,1022.52,1407.94,1119.38,834.292,1502.17,1026.43,1026.11,1022.27,1164.14,1109.53,1224.8,677.081,860.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
146853,2.8818,0,2.37,0.7746,0,3.209,1.2433,0,0.5285,1.3367,0,3.034,2.8281,2.703,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
339263,570.605,311.636,362.02,362.51,122.39,166.466,718.193,457.613,505.814,62.3816,265.267,492.718,14.7059,532.87,304.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
78995,52.3535,37.4446,13.0351,72.8118,10.6183,64.9819,171.156,100.634,191.332,235.268,97.3282,54.6117,132.353,34.7524,66.6398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
283982,0,0,0.5925,10.0697,0,0,0.8288,0,1.0571,0,0,0,1.6968,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
284185,57.6369,87.7734,131.536,671.572,1.6766,50.5415,2.901,33.3181,164.905,28.0717,445.929,43.0825,40.724,72.5939,38.1567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
146705,698.718,218.91,475.42,987.692,346.24,461.015,500.796,350.924,374.53,572.017,508.963,413.513,409.644,392.37,356.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
124989,9.0058,30.1973,5.3325,98.3734,45.8262,20.8584,23.7091,6.7996,9.5137,27.1137,12.6336,45.5097,6.7873,6.9505,3.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
284018,198.847,159.442,263.665,223.083,263.221,300.441,273.104,190.389,251.057,311.908,369.593,455.097,226.81,254.851,176.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
54785,417.867,304.389,433.714,483.346,662.245,955.475,533.361,360.379,845.666,178.679,440.84,532.16,843.326,384.593,285.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
284021,11.0471,4.8316,0.5925,14.7173,24.0308,2.0056,201.823,0,8.4567,150.161,13.9949,18.2039,13.5747,1.1584,3.7619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
254863,800.048,367.557,477.897,716.809,492.554,537.83,444.584,373.74,513.414,477.977,707.774,1398.53,569.836,389.235,429.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
79415,2051.87,1608.11,1391.79,1405.89,1080.27,1055.36,3062.58,1006,1242.07,1652.67,893.13,1728.76,1467.76,584.612,755.609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
55731,924.592,743.256,494.149,540.666,667.275,741.677,479.901,707.159,315.011,497.271,780.534,567.354,623.303,441.355,382.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
124773,0,0.4026,0,2.3238,1.1177,0.8022,0.4144,0.34,1.0571,2.6735,0,4.8544,1.1312,1.9307,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
339201,122.877,130.855,95.3399,231.487,81.5092,71.3558,193.887,76.346,306.485,233.04,122.773,204.472,157.805,108.806,127.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
256957,0,0,0,0,0,0,0,0,1.0571,1.7823,0,0,3.3937,0.7723,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
339210,16.8108,13.6894,11.2576,10.8443,19.56,14.0393,12.8471,13.2592,6.871,50.3509,16.5394,32.767,11.3122,17.3762,4.8368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
80169,344.38,410.683,268.405,389.62,384.493,331.729,215.085,167.27,278.541,207.196,228.371,337.985,137.443,184.574,167.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
147081,63.8809,38.6525,34.9578,120.837,55.8857,23.6663,1.6577,47.2573,53.9112,18.7145,50.2545,87.3786,28.8462,37.0692,61.2656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
